Measurement Date,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Day,Measurement Month,Measurement Year,Measurement Hour,Latitude,Longitude,class
2019-06-14,15.516666666666667,2.6479166666666667,0.15633333333333335,4.375,11.825000000000001,14.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-15,15.61304347826087,1.52,0.12404347826086956,3.3043478260869565,11.695652173913043,15.0,6.0,2019.0,11.173913043478262,41.894328,-87.613083,0
2019-06-16,15.395833333333334,1.8829166666666666,0.23629166666666668,3.7916666666666665,11.520833333333334,16.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-17,15.566666666666668,1.4766666666666666,0.1945416666666667,3.375,11.429166666666667,17.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-18,16.599999999999998,1.00125,0.10754166666666666,3.5,11.383333333333333,18.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-19,16.212500000000002,1.1554166666666668,0.15304166666666666,4.541666666666667,11.279166666666667,19.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-20,15.304347826086957,3.970869565217391,0.2798260869565217,4.565217391304348,11.156521739130433,20.0,6.0,2019.0,11.956521739130435,41.894328,-87.613083,0
2019-06-21,15.674999999999999,2.408333333333333,0.18129166666666666,4.291666666666667,11.1,21.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-22,16.6875,1.79875,0.15954166666666666,3.1666666666666665,11.0,22.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-23,16.195833333333333,1.7454166666666666,0.12425000000000001,3.25,10.941666666666668,23.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-24,16.741666666666667,1.4574999999999998,0.09320833333333334,4.125,10.895833333333334,24.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-25,17.208333333333332,1.1383333333333334,0.10529166666666667,4.125,10.800000000000002,25.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-26,17.116666666666667,0.8304166666666667,0.11712499999999999,3.5,10.716666666666667,26.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-27,16.645833333333332,0.8375,0.12920833333333334,3.9583333333333335,10.608333333333333,27.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-28,17.366666666666667,0.6629166666666667,0.13141666666666665,3.25,10.491666666666667,28.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-29,18.491666666666667,0.6141666666666666,0.12554166666666666,4.125,10.333333333333334,29.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-06-30,18.183333333333334,0.6525,0.126875,4.083333333333333,10.191666666666666,30.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-07-06,16.212500000000002,0.3745833333333333,0.20450000000000002,3.2916666666666665,10.5625,7.0,6.0,2019.0,11.5,41.894328,-87.613083,0
2019-07-07,20.316666666666666,5.01,0.31708333333333333,4.875,11.508333333333333,7.0,7.0,2019.0,11.5,41.894328,-87.613083,1
2019-07-08,23.77916666666667,7.7995833333333335,0.12333333333333334,3.3333333333333335,10.9,7.0,8.0,2019.0,11.5,41.894328,-87.613083,1
2019-07-09,17.670833333333334,10.9525,0.24158333333333334,5.708333333333333,10.504166666666666,7.0,9.0,2019.0,11.5,41.894328,-87.613083,1
2019-07-13,23.191666666666666,1.1804166666666667,0.12995833333333334,3.9583333333333335,11.025,13.0,7.0,2019.0,11.5,41.894328,-87.613083,0
2019-07-14,23.920833333333334,2.5058333333333334,0.16241666666666668,3.0833333333333335,11.0,14.0,7.0,2019.0,11.5,41.894328,-87.613083,0
2019-07-15,23.84583333333333,1.9024999999999999,0.115875,3.625,10.887500000000001,15.0,7.0,2019.0,11.5,41.894328,-87.613083,0
2019-07-16,22.241666666666664,3.9179166666666667,0.09254166666666667,4.291666666666667,10.854166666666666,16.0,7.0,2019.0,11.5,41.894328,-87.613083,0
2019-07-17,21.941666666666666,2.69875,0.10783333333333334,4.041666666666667,10.800000000000002,17.0,7.0,2019.0,11.5,41.894328,-87.613083,0
2019-07-18,22.11304347826087,13.086521739130434,0.10604347826086957,4.3478260869565215,10.713043478260868,18.0,7.0,2019.0,12.0,41.894328,-87.613083,1
