,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Day,Measurement Month,Measurement Year,Measurement Hour,Latitude,Longitude,class
47,18.141666666666666,0.8509722222222221,0.1321388888888889,2.9722222222222223,11.648611111111112,7.0,6.0,2014.0,11.5,41.859387,-87.59281399999999,0
48,17.215,0.8826999999999999,0.1023,4.64,10.843,7.0,7.0,2014.0,7.92,41.85404362,-87.59289290999999,0
49,22.391666666666666,2.1284375,0.1863125,2.9166666666666665,10.841666666666669,7.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
50,16.300694444444446,0.8497916666666667,0.1257916666666666,3.8472222222222223,11.906944444444443,13.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
51,16.795833333333334,0.6816666666666666,0.1279097222222222,3.6319444444444446,11.81388888888889,14.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
52,16.793129770992365,2.0016030534351144,0.2542824427480916,4.312977099236641,11.741984732824427,15.0,7.0,2014.0,11.36641221374046,41.85665254198474,-87.5940615648855,0
53,18.40254237288136,1.5902542372881356,0.237822033898305,4.406779661016949,11.66186440677966,16.0,7.0,2014.0,12.694915254237287,41.85537740677966,-87.593425,0
54,19.075000000000003,0.9296774193548388,0.1557822580645161,3.435483870967742,11.643548387096772,17.0,7.0,2014.0,12.39516129032258,41.85819600806452,-87.59449624193547,0
55,19.011016949152545,0.8385593220338984,0.1386949152542372,3.2796610169491527,11.601694915254235,18.0,7.0,2014.0,13.059322033898304,41.86045160169491,-87.59548709322033,0
56,20.068115942028985,0.6855797101449276,0.1243623188405797,4.630434782608695,11.540579710144929,19.0,7.0,2014.0,11.173913043478262,41.85175733333333,-87.59183066666667,0
57,20.41180555555556,0.8326388888888889,0.130375,3.6875,11.522916666666667,20.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
58,19.428472222222226,0.9468055555555556,0.1085069444444444,4.611111111111111,11.46875,21.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
59,16.906944444444445,0.9300694444444444,0.0944722222222222,5.055555555555555,11.415972222222225,22.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
60,15.88108108108108,16.847207207207205,0.3962522522522522,5.666666666666667,11.394594594594594,23.0,7.0,2014.0,10.567567567567568,41.87635348648649,-87.60193224324325,0
61,17.03409090909091,15.081704545454546,0.2592954545454545,4.204545454545454,11.365909090909092,24.0,7.0,2014.0,12.409090909090908,41.891459000000005,-87.60736250000001,0
62,17.666666666666668,4.268229166666667,0.11590625,3.6875,11.340625,25.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
63,18.321875,2.7692708333333336,0.1073854166666666,4.104166666666667,11.296875,26.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
64,18.9375,2.45125,0.1450520833333333,4.270833333333333,11.277083333333335,27.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
65,18.210416666666667,21.92708333333333,0.391375,7.083333333333333,11.203125,28.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
66,18.828125,12.151458333333332,0.1801666666666666,4.90625,11.172916666666666,29.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
67,19.654166666666665,7.506041666666667,0.1671145833333333,3.1041666666666665,11.130208333333334,30.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
68,19.785416666666663,4.261145833333333,0.1040729166666666,4.114583333333333,11.084375,31.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
69,17.484722222222224,8.47,0.3313333333333333,4.708333333333333,11.531944444444443,8.0,6.0,2014.0,11.5,41.859387,-87.59281399999999,0
70,16.975789473684213,1.0438947368421052,0.1345894736842105,3.4,11.47578947368421,8.0,7.0,2014.0,15.547368421052632,41.85272165263158,-87.5922701368421,0
71,22.68860759493671,8.200253164556962,0.2644936708860759,3.2911392405063293,10.853164556962025,8.0,8.0,2014.0,10.746835443037977,41.89084162025316,-87.6061315063291,0
72,21.88815789473684,23.6425,0.2322763157894736,5.9868421052631575,10.703947368421051,13.0,8.0,2014.0,11.18421052631579,41.891006,-87.60645926315789,0
73,21.97340425531915,10.059148936170212,0.261031914893617,4.202127659574468,10.614893617021275,14.0,8.0,2014.0,11.73404255319149,41.891397957446806,-87.60724078723405,0
74,22.08809523809524,4.6867857142857146,0.151547619047619,3.988095238095238,10.576190476190476,15.0,8.0,2014.0,12.142857142857142,41.891459,-87.6073625,0
75,22.175,3.3227083333333334,0.1113333333333333,4.3125,10.55625,16.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
76,21.796703296703296,6.53978021978022,0.2213076923076923,4.186813186813187,10.495604395604396,17.0,8.0,2014.0,11.505494505494504,41.890401681318686,-87.60688287912087,0
77,21.9125,7.823229166666667,0.1967083333333333,4.34375,10.455208333333331,18.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
78,22.360526315789475,3.376052631578947,0.0970394736842105,3.842105263157895,10.392105263157896,19.0,8.0,2014.0,9.157894736842104,41.891459,-87.6073625,0
79,23.13088235294118,2.3870588235294115,0.0995735294117647,4.220588235294118,10.369117647058824,20.0,8.0,2014.0,15.0,41.891459,-87.60736250000001,0
80,22.835416666666664,2.9093750000000003,0.10128125,4.447916666666667,10.311458333333333,21.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
81,23.282608695652176,4.3120652173913046,0.1010652173913043,4.108695652173913,10.23913043478261,22.0,8.0,2014.0,11.869565217391305,41.891459,-87.6073625,0
82,23.501041666666666,7.1140625,0.1370416666666666,3.375,10.177083333333334,23.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
83,23.678125,8.7890625,0.20228125,3.177083333333333,10.088541666666666,24.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
84,23.306315789473683,12.634526315789474,0.1362842105263157,3.263157894736842,10.012631578947367,25.0,8.0,2014.0,11.494736842105263,41.89331921052632,-87.60820467368421,0
85,23.204166666666666,5.303333333333334,0.1381145833333333,4.135416666666667,9.9,26.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
86,23.690625,2.103125,0.18296875,2.927083333333333,9.791666666666666,27.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
87,23.54375,6.87375,0.2789999999999999,3.875,9.65625,28.0,8.0,2014.0,3.1875,41.903844625000005,-87.61353325,0
88,23.27714285714286,12.646285714285714,0.1936571428571428,3.2857142857142856,9.451428571428572,29.0,8.0,2014.0,13.057142857142855,41.94555822857143,-87.63249385714286,0
89,23.02923076923077,5.067384615384615,0.1439692307692307,3.784615384615385,9.420000000000002,30.0,8.0,2014.0,11.784615384615384,41.95496438461539,-87.63570384615385,0
90,22.447916666666668,8.016250000000001,0.131,4.375,9.19375,31.0,8.0,2014.0,11.5,41.931711,-87.625543,0
91,17.045833333333334,10.679166666666667,0.2299444444444444,3.9583333333333335,11.43611111111111,9.0,6.0,2014.0,11.5,41.859387,-87.59281399999999,0
92,18.16830985915493,0.5884507042253522,0.159056338028169,3.147887323943662,12.009859154929575,9.0,7.0,2014.0,11.528169014084508,41.85193075352113,-87.59182450704226,0
93,23.01904761904762,16.42547619047619,0.2823690476190476,3.726190476190476,10.826190476190476,9.0,8.0,2014.0,12.11904761904762,41.89318710714286,-87.60756584523808,0
94,16.697222222222223,10.15625,0.2281527777777777,3.4027777777777777,11.381944444444445,10.0,6.0,2014.0,11.5,41.859387,-87.59281399999999,0
95,19.35798319327731,0.6631092436974789,0.1778235294117647,3.235294117647059,12.383193277310925,10.0,7.0,2014.0,12.134453781512605,41.852527168067226,-87.59218150420168,0
96,23.102272727272727,17.295909090909092,0.2476818181818181,3.488636363636364,10.801136363636363,10.0,8.0,2014.0,11.5,41.89119818181818,-87.60684245454546,0
97,16.35,9.362361111111111,0.24375,4.208333333333333,11.308333333333332,11.0,6.0,2014.0,11.5,41.859387,-87.59281399999999,0
98,19.04965034965035,0.6645454545454546,0.1395314685314685,3.237762237762238,12.179020979020978,11.0,7.0,2014.0,11.55944055944056,41.85080686013986,-87.59141683916084,0
99,23.34942528735632,22.807471264367816,0.232735632183908,3.64367816091954,10.760919540229883,11.0,8.0,2014.0,11.436781609195402,41.89116220689655,-87.60677072413793,0
100,17.018446601941747,4.875922330097088,0.1336699029126213,4.145631067961165,11.505825242718446,12.0,6.0,2014.0,13.533980582524272,41.85224408737864,-87.59126141747574,0
101,16.672992700729925,1.002992700729927,0.1025547445255474,4.795620437956204,12.02992700729927,12.0,7.0,2014.0,11.985401459854014,41.85275746715328,-87.59230128467152,0
102,22.3725,19.82125,0.2869625,5.775,10.74125,12.0,8.0,2014.0,11.0625,41.8908852,-87.6062184,0
103,11.001136363636364,56.67147727272727,0.337375,4.443181818181818,10.896590909090907,1.0,6.0,2015.0,11.340909090909092,41.87124054545455,-87.59927336363636,1
104,18.78715596330275,2.628348623853211,0.3062477064220184,4.972477064220183,11.585321100917431,1.0,7.0,2015.0,10.431192660550458,41.87037228440367,-87.6002556972477,0
105,22.913636363636364,0.5203409090909091,0.1550340909090909,3.6931818181818175,10.85909090909091,1.0,8.0,2015.0,11.625,41.84079286363636,-87.58703790909091,0
106,18.40948275862069,0.2973275862068966,0.0956206896551724,4.663793103448276,10.914655172413791,1.0,9.0,2015.0,9.551724137931034,41.853128181034485,-87.59217446551723,0
107,13.275555555555554,28.05077777777778,0.2020222222222222,3.8333333333333335,10.901111111111112,2.0,6.0,2015.0,11.522222222222222,41.869314333333335,-87.59865513333332,0
108,19.201724137931038,4.695689655172414,0.3239137931034482,3.948275862068965,11.532758620689656,2.0,7.0,2015.0,18.344827586206897,41.853653517241376,-87.59216486206897,0
109,23.289130434782606,0.6859782608695653,0.1146195652173913,4.217391304347826,10.884782608695652,2.0,8.0,2015.0,11.76086956521739,41.84187361956522,-87.58792625,0
110,18.66865671641791,0.4098507462686567,0.0958059701492537,4.656716417910448,11.665671641791045,2.0,9.0,2015.0,15.462686567164178,41.83403856716418,-87.5842099402985,0
111,13.771641791044775,10.48865671641791,0.1742835820895522,2.925373134328358,10.891044776119404,3.0,6.0,2015.0,13.432835820895525,41.862448940298506,-87.59634234328358,0
112,19.460283687943264,3.402624113475177,0.2078723404255319,3.730496453900709,11.499290780141845,3.0,7.0,2015.0,11.631205673758863,41.85318704255319,-87.59226423404255,0
113,23.76,1.4326666666666663,0.1948222222222222,4.022222222222222,10.815555555555555,3.0,8.0,2015.0,11.5,41.8444218,-87.5885418,0
114,18.78910891089109,0.5085148514851485,0.1220990099009901,4.356435643564357,11.72079207920792,3.0,9.0,2015.0,11.702970297029704,41.82344732673267,-87.57883651485147,0
115,12.816842105263158,6.052105263157896,0.108,4.4,10.853684210526314,4.0,6.0,2015.0,11.378947368421052,41.86485363157895,-87.59722344210526,0
116,20.03916083916084,1.8232167832167836,0.1333636363636363,3.601398601398601,11.435664335664336,4.0,7.0,2015.0,11.482517482517483,41.85239796503497,-87.59212262237762,0
117,23.68640776699029,0.8093203883495146,0.1484077669902912,3.5436893203883497,11.0252427184466,4.0,8.0,2015.0,12.883495145631068,41.846766553398055,-87.58936833009707,0
118,20.54523809523809,0.8116666666666666,0.2201269841269841,3.7222222222222223,11.7,4.0,9.0,2015.0,12.03968253968254,41.84362463492064,-87.58779648412698,0
119,12.795121951219512,8.514634146341464,0.2900121951219512,4.060975609756097,10.801219512195123,5.0,6.0,2015.0,11.304878048780488,41.86983112195122,-87.598821,0
120,20.20151515151515,1.494621212121212,0.1306439393939394,4.0,11.379545454545454,5.0,7.0,2015.0,12.303030303030305,41.85157237878788,-87.59166875757575,0
121,23.61916666666667,0.782,0.1606,3.216666666666667,11.1325,5.0,8.0,2015.0,10.458333333333334,41.85465485,-87.59306876666666,0
122,20.39044117647059,0.6229411764705882,0.1541617647058823,3.838235294117647,11.598529411764709,5.0,9.0,2015.0,11.455882352941176,41.85418630147059,-87.59289677941176,0
123,17.25,0.0,0.016,7.5,11.95,13.0,5.0,2015.0,12.5,41.8272375,-87.581582,0
124,12.19375,1.3077083333333333,0.2358958333333333,3.1041666666666665,11.602083333333333,19.0,5.0,2015.0,17.458333333333332,41.86401725,-87.596955,0
125,11.421739130434782,2.534239130434783,0.2877934782608696,3.782608695652174,11.554347826086955,20.0,5.0,2015.0,11.402173913043478,41.86747186956522,-87.59806378260869,0
126,11.510752688172044,1.80752688172043,0.1346559139784946,3.817204301075269,11.52258064516129,21.0,5.0,2015.0,11.408602150537634,41.86658035483871,-87.59777764516129,0
127,12.047191011235956,1.2050561797752808,0.1909438202247191,3.3820224719101124,11.446067415730338,22.0,5.0,2015.0,10.752808988764045,41.8666955505618,-87.59781461797752,0
128,12.970967741935484,0.9885483870967742,0.1607096774193548,3.0806451612903225,11.396774193548389,23.0,5.0,2015.0,15.483870967741936,41.86658035483871,-87.59777764516129,0
129,12.647191011235954,0.9958426966292134,0.1547078651685393,3.337078651685393,11.348314606741573,24.0,5.0,2015.0,11.764044943820224,41.8666955505618,-87.59781461797752,0
130,13.776842105263157,0.9755789473684212,0.1201473684210526,4.063157894736842,11.302105263157896,25.0,5.0,2015.0,11.452631578947368,41.86485363157895,-87.59722344210526,0
131,14.175675675675675,0.8833783783783784,0.112027027027027,4.027027027027027,11.304054054054054,26.0,5.0,2015.0,11.66216216216216,41.86616471621621,-87.59764424324325,0
132,14.582608695652173,0.7834782608695652,0.1031304347826087,4.804347826086956,11.23695652173913,27.0,5.0,2015.0,9.217391304347826,41.86747186956522,-87.59806378260869,0
133,16.815686274509805,0.6456862745098039,0.1353333333333333,3.5294117647058822,11.201960784313725,28.0,5.0,2015.0,16.941176470588236,41.86557521568627,-87.59745503921569,0
134,14.77912087912088,0.8461538461538461,0.123065934065934,3.8351648351648353,11.172527472527474,29.0,5.0,2015.0,11.648351648351648,41.86838297802198,-87.5983562087912,0
135,12.603296703296705,7.681208791208792,0.2608461538461539,5.043956043956044,11.08021978021978,30.0,5.0,2015.0,11.021978021978022,41.86838297802198,-87.5983562087912,0
136,10.77179487179487,76.46807692307692,0.4580384615384615,6.17948717948718,10.92051282051282,31.0,5.0,2015.0,12.423076923076923,41.8756746025641,-87.60051234615383,1
137,13.179787234042552,10.841382978723404,0.2994148936170213,4.776595744680851,10.759574468085106,6.0,6.0,2015.0,11.372340425531917,41.86570780851064,-87.59749759574467,0
138,19.44097222222222,0.9618055555555556,0.1036805555555555,4.6875,11.352777777777778,6.0,7.0,2015.0,11.5,41.85175733333333,-87.59183066666667,0
139,24.13875968992248,2.303023255813953,0.2425271317829457,3.503875968992248,11.062790697674416,6.0,8.0,2015.0,11.86046511627907,41.85332003875969,-87.59230456589148,0
140,17.64963503649635,0.6131386861313869,0.1239051094890511,3.591240875912409,11.512408759124089,6.0,9.0,2015.0,11.934306569343066,41.85144659854014,-87.59167554014599,0
141,16.14748201438849,2.866906474820144,0.1944964028776978,4.115107913669065,11.114388489208634,13.0,6.0,2015.0,11.482014388489208,41.852595086330936,-87.59196468345323,0
142,16.645323741007193,1.5166906474820143,0.1078561151079136,4.194244604316546,11.08705035971223,14.0,6.0,2015.0,11.762589928057556,41.85188795683453,-87.5918298057554,0
143,16.56056338028169,1.3596478873239437,0.077556338028169,5.288732394366197,11.007042253521126,15.0,6.0,2015.0,11.450704225352112,41.85270376056338,-87.59211767605633,0
144,16.691791044776117,1.9441044776119405,0.2607910447761193,3.753731343283582,10.922388059701492,16.0,6.0,2015.0,11.42537313432836,41.85513367164179,-87.59273004477612,0
145,16.856589147286822,2.0224031007751937,0.203,4.093023255813954,10.796899224806202,17.0,6.0,2015.0,11.410852713178295,41.8598554883721,-87.59487149612404,0
146,16.827737226277375,1.211021897810219,0.1374014598540146,3.8613138686131383,10.781021897810218,18.0,6.0,2015.0,11.635036496350365,41.855547131386864,-87.59318386131388,0
147,15.977037037037038,3.3382962962962965,0.3235333333333333,4.125925925925926,10.735555555555557,19.0,6.0,2015.0,11.451851851851853,41.85641793333333,-87.59334748888888,0
148,16.349586776859503,2.9351239669421485,0.2045371900826446,3.677685950413223,10.673553719008265,20.0,6.0,2015.0,10.272727272727272,41.85285541322314,-87.59201523966942,0
149,17.151190476190475,1.5714285714285714,0.1137499999999999,3.9642857142857135,10.64404761904762,21.0,6.0,2015.0,10.416666666666666,41.85146669047619,-87.59157623809524,0
150,17.20212765957447,1.0236879432624113,0.0972127659574468,4.390070921985815,10.600709219858157,22.0,6.0,2015.0,11.390070921985815,41.85318704255319,-87.59226423404255,0
151,17.695652173913043,0.994927536231884,0.1739927536231884,3.9927536231884058,10.534057971014493,23.0,6.0,2015.0,11.608695652173912,41.85467891304348,-87.59271665217392,0
152,17.857575757575756,0.8603787878787879,0.1172575757575757,3.9166666666666665,10.491666666666667,24.0,6.0,2015.0,10.931818181818182,41.84668227272727,-87.58964984848485,0
153,18.043548387096774,0.8154032258064516,0.1217096774193548,3.967741935483871,11.229032258064516,25.0,6.0,2015.0,12.10483870967742,41.841485983870975,-87.5876910483871,0
154,17.68201438848921,1.2205035971223022,0.2625179856115108,3.2661870503597124,11.66043165467626,26.0,6.0,2015.0,11.647482014388489,41.854174467625896,-87.59256367625899,0
155,17.487769784172663,2.219784172661871,0.2853525179856115,3.892086330935252,11.509352517985612,27.0,6.0,2015.0,11.489208633093526,41.852595086330936,-87.59196468345323,0
156,17.997841726618702,1.7680575539568344,0.1876474820143884,3.892086330935252,11.400719424460432,28.0,6.0,2015.0,11.87769784172662,41.8520635971223,-87.59198356115108,0
157,18.21388888888889,1.021111111111111,0.0960555555555555,3.9930555555555554,11.304166666666667,29.0,6.0,2015.0,11.5,41.85175733333333,-87.59183066666667,0
158,18.544262295081968,0.7733606557377048,0.1393442622950819,3.901639344262295,11.474590163934424,30.0,6.0,2015.0,11.12295081967213,41.87442120491804,-87.60239311475411,0
159,13.917241379310344,5.406896551724138,0.1482643678160919,3.724137931034482,10.726436781609197,7.0,6.0,2015.0,11.850574712643676,41.86858370114943,-87.5984206321839,0
160,18.53217391304348,7.260086956521738,0.3257478260869565,5.7043478260869565,11.287826086956525,7.0,7.0,2015.0,10.730434782608697,41.84171693043479,-87.58701592173914,0
161,23.563120567375886,1.6443971631205674,0.1631843971631205,3.148936170212766,10.963829787234044,7.0,8.0,2015.0,11.53191489361702,41.85258170212767,-87.59212056028369,0
162,16.91267605633803,0.5095070422535211,0.109169014084507,4.309859154929577,11.422535211267606,7.0,9.0,2015.0,11.47887323943662,41.85304761971831,-87.59241869014085,0
163,19.377777777777776,1.6776923076923076,0.1310769230769231,4.102564102564102,11.036752136752137,13.0,7.0,2015.0,11.444444444444445,41.82580843589744,-87.58039689743589,0
164,19.266115702479336,2.152396694214876,0.2006033057851239,4.008264462809917,11.08595041322314,14.0,7.0,2015.0,11.297520661157025,41.83995607438017,-87.5863718016529,0
165,19.09298245614035,12.186842105263157,0.3295614035087719,5.833333333333333,11.17280701754386,15.0,7.0,2015.0,11.859649122807015,41.86923526315789,-87.59959902631579,0
166,19.17678571428572,6.937321428571429,0.1944642857142857,3.696428571428572,11.126785714285717,16.0,7.0,2015.0,11.446428571428571,41.86874303571428,-87.59952946428572,0
167,20.25593220338983,3.81042372881356,0.1418728813559322,3.694915254237288,11.102542372881356,17.0,7.0,2015.0,11.610169491525424,41.871528864406784,-87.60066750847457,0
168,20.46637168141593,2.7642477876106195,0.1527433628318584,3.7168141592920354,11.051327433628318,18.0,7.0,2015.0,11.11504424778761,41.871593,-87.60068905309734,0
169,21.52018348623853,1.9031192660550456,0.1287522935779816,3.8990825688073394,10.986238532110091,19.0,7.0,2015.0,12.376146788990823,41.87086397247707,-87.6004441559633,0
170,21.127380952380957,1.3654761904761905,0.08875,4.7023809523809526,10.910714285714286,20.0,7.0,2015.0,14.55952380952381,41.87109747619048,-87.60052259523809,0
171,21.234782608695653,1.926,0.1874086956521739,3.5565217391304347,10.792173913043476,21.0,7.0,2015.0,11.678260869565218,41.87440473913044,-87.60181307826088,0
172,21.69579831932773,1.1419327731092437,0.1160504201680672,3.6050420168067223,10.743697478991596,22.0,7.0,2015.0,11.504201680672267,41.86909120168067,-87.5997534789916,0
173,22.409322033898302,1.0795762711864407,0.1045169491525423,4.322033898305085,10.977118644067795,23.0,7.0,2015.0,11.5,41.86966840677967,-87.59996191525424,0
174,21.644166666666667,1.284,0.10165,4.691666666666666,11.171666666666663,24.0,7.0,2015.0,11.5,41.8700794,-87.60018059999999,0
